Category,Message
spam,you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422lands roww1jhl 16
ham,weightloss no more girl friends make loads of money on ebay or something and give thanks to god
spam,hottest pics straight to your phone see me getting wet and wanting just for you xx text pics to 89555 now txt costs 150p textoperator g696ga 18 xxx
ham,wn u r hurt by d prsn who s close 2 u do fight wit dem coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation gud eveb
ham,do u hav any frnd by name ashwini in ur college
spam,uve bin awarded 50 to play 4 instant cash call 08715203028 to claim every 9th player wins min 50500 optout 08718727870
ham,ü bot notes oredi cos i juz rem i got
spam,this is the 2nd time we have tried to contact u u have won the 1450 prize to claim just call 09053750005 b4 310303 tcsstop sms 08718725756 140ppm
ham,oh did you charge camera
ham,nothing splwat abt u and whr ru
spam,someonone you know is trying to contact you via our dating service to find out who it could be call from your mobile or landline 09064015307 box334sk38ch
spam,sorry i missed your call lets talk when you have the time im on 07090201529
spam,freemsg 1month unlimited free calls activate smartcall txt call to no 68866 subscriptn3gbpwk unlimited calls help 08448714184 stoptxt stop landlineonly
spam,urgent your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost150pm max10mins
ham,ok da i already planned i wil pick you
ham,thanks for this hope you had a good day today
spam,in the simpsons movie released in july 2007 name the band that died at the start of the film agreen day bblue day cred day send a b or c
ham,god blessget good sleep my deari will pray
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
ham,not much just some textin how bout you
ham,petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic
spam,hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call
ham,go chase after her and run her over while shes crossing the street
ham,here got lots of hair dresser fr china
ham,just sent again do you scream and moan in bed princess
ham,i liked the new mobile
ham,yeah confirmed for you staying at  that weekend
spam,free camera phones with linerental from 449month with 750 cross ntwk mins 12 price txt bundle deals also avble call 08001950382 or call2optoutj mf
ham,hi happy new year i dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is thanks
ham,watching telugu moviewat abt u
spam,freemsg claim ur 250 sms messagestext ok to 84025 nowuse web2mobile 2 ur mates etc join txt250com for 150pwk tc box139 la32wu 16  remove txtx or stop
spam,you have won a guaranteed 1000 cash or a 2000 prize to claim yr prize call our customer service representative on 08714712379 between 10am7pm cost 10p
spam,winner as a valued network customer you hvae been selected to receive a 900 reward to collect call 09061701444 valid 24 hours only acl03530150pm
ham,oops i was in the shower when u called hey a parking garage collapsed at university hospital see im not crazy stuff like that does happen
ham,great comedycant stop laughing da
ham,not yet hadya sapna aunty manege yday hogidhechinnu full weak and swalpa black agidhane
spam,u can win 100 of music gift vouchers every week starting now txt the word draw to 87066 tscs wwwldewcom skillgame1winaweek age16150ppermesssubscription
spam,hi 07734396839 ibh customer loyalty offer the new nokia6600 mobile from only 10 at txtauctiontxt wordstart to no81151  get yours now4t
spam,refused a loan secured or unsecured cant get credit call free now 0800 195 6669 or text back help  we will
ham,huh but i cant go 2 ur house empty handed right
spam,id like to tell you my deepest darkest fantasies call me 09094646631 just 60pmin to stop texts call 08712460324 nat rate
spam,free game get rayman golf 4 free from the o2 games arcade 1st get ur games settings reply post then save  activ8 press 0 key for arcade termsapply
ham,i borrow ur bag ok
ham,think  da you wil do
ham,ive been barred from all b and q stores for lifethis twat in orange dungerees came up to me and asked if i wanted decking so i got the first punch in
spam,new tones this week include 1mcflyall ab 2 sara jorgeshock 3 will smithswitch to order follow instructions on next message
ham,small problem in auctionpunj now asking tiwary
ham,oh kkwhere did you take test
ham,are you coming to day for class
spam,fancy a shag i dointerested sextextukcom txt xxuk suzy to 69876 txts cost 150 per msg tncs on website x
ham,ha ha cool cool chikku chikkudb
ham,send his number and give reply tomorrow morning for why you said that to him like that ok
spam,back 2 work 2morro half term over can u c me 2nite 4 some sexy passion b4 i have 2 go back chat now 09099726481 luv dena calls 1minmobsmorelkpobox177hp51fl
spam,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094599
ham,i think your mentor is  but not 100 percent sure
ham,orh i tot u say she now still dun believe
spam,urgent ur awarded a complimentary trip to eurodisinc trav acoentry41 or 1000 to claim txt dis to 87121 186150morefrmmob shracomorsglsuplt10 ls1 3aj
ham,lol  no just was busy
spam,100 dating service call 09064012103 box334sk38ch
ham,you will be in the place of that man
ham,oh yeah i forgot u can only take 2 out shopping at once
ham,am okay will soon be over all the best
spam,as a registered subscriber yr draw 4 a 100 gift voucher will b entered on receipt of a correct ans when are the next olympics txt ans to 80062
spam,we tried to contact you re your reply to our offer of a video handset 750 anytime networks mins unlimited text camcorder reply or call 08000930705 now
spam,as one of our registered subscribers u can enter the draw 4 a 100 gb gift voucher by replying with enter to unsubscribe text stop
spam,your chance to be on a reality fantasy show call now  08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national  rate call
ham,sir good morning hope you had a good weekend i called to let you know that i was able to raise  ltgt  from my dad he however said he would make the rest available by mid feb this amount is still quite short and i was hoping you would help do have a good day abiola
ham,his bday real is in april 
spam,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09058094455 from land line claim 3030 valid 12hrs only
ham,how long does applebees fucking take
ham,pls she needs to dat slowly or she will vomit more
spam,xxxmobilemovieclub to use your credit click the wap link in the next txt message or click here httpwap xxxmobilemovieclubcomnqjkgighjjgcbl
ham,ü neva tell me how i noe im not at home in da aft wat
spam,1000s of girls many local 2 u who r virgins 2 this  r ready 2 4fil ur every sexual need can u 4fil theirs text cute to 69911150p m
spam,kit strip  you have been billed 150p netcollex ltd po box 1013 ig11 oja
ham,i cant pick the phone right now pls send a message
spam,great news call freefone 08006344447 to claim your guaranteed 1000 cash or 2000 gift speak to a live operator now
ham, was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
spam,thanks for your ringtone order reference number x29 your mobile will be charged 450 should your tone not arrive please call customer services 09065989180
spam,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050003091 from land line claim c52 valid 12hrs only
spam,datingi have had two of these only started after i sent a text to talk sport radio last week any connection do you think or coincidence
ham,sorry ill call later in meeting
spam,congratulations  thanks to a good friend u have won the 2000 xmas prize 2 claim is easy just call 08712103738 now only 10p per minute btnationalrate
spam,double mins and txts 4 6months free bluetooth on orange available on sony nokia motorola phones call mobileupd8 on 08000839402 or call2optoutn9dx
spam,private your 2003 account statement for 07808247860 shows 800 unredeemed s i m points call 08719899229 identifier code 40411 expires 061104
ham,i realise you are a busy guy and im trying not to be a bother i have to get some exams outta the way and then try the cars do have a gr8 day
ham,yeah thats fine its 6 to get in is that ok
spam,collect your valentines weekend to paris inc flight  hotel  200 prize guaranteed text paris to no 69101 wwwrtfsphostingcom
ham,your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply
spam,bank of granite issues strongbuy explosive pick for our members up over 300  nasdaq symbol cdgt that is a 500 per
spam,do you realize that in about 40 years well have thousands of old ladies running around with tattoos
ham,i will cme i want to go to hos 2morow after that i wil cme this what i got from her dear what to do she didnt say any time
ham,now only i reached home   i am very tired now  i will come tomorro
spam,hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsmscom text stop to stopcost 150p 08712400603
spam,22 days to kick off for euro2004 u will be kept up to date with the latest news and results daily to be removed send get txt stop to 83222
ham,oh ok wats ur email
ham,now press conference da
ham,give one miss from that number please
spam,do you want a new video handset 750 any time any network mins unlimited text camcorder reply or call now 08000930705 for del sat am
ham,good morning at the repair shopthe only reason im up at this hour
spam,urgent this is our 2nd attempt to contact u your 900 prize from yesterday is still awaiting collection to claim call now 09061702893
ham,cool text me when youre ready
spam,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094565
ham,i jokin oni lar ü busy then i wun disturb ü
spam,u have won a nokia 6230 plus a free digital camera this is what u get when u win our free auction to take part send nokia to 83383 now pobox11414tcrw1 16
spam,moby pub quizwin a 100 high street prize if u know who the new duchess of cornwall will be txt her first name to 82277unsub stop 150 008704050406 sp
ham,sorry about that this is my mates phone and i didnt write it love kate
ham,lmaonice 1
ham,hiwhat you think about match
ham,i will see in half an hour
ham,x2  ltgt  are you going to get that
ham,a guy who gets used but is too dumb to realize it
spam,rtking pro video club need help inforingtonekingcouk or call 08701237397 you must be 16 club credits redeemable at wwwringtonekingcouk enjoy
spam,text82228 get more ringtones logos and games from wwwtxt82228com questions infotxt82228couk
ham,yes obviously but you are the eggspert and the potato head speak soon
spam,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on 08002986906
spam,for the most sparkling shopping breaks from 45 per person call 0121 2025050 or visit wwwshortbreaksorguk
ham,just glad to be talking to you
ham,no dahe is stupid daalways sending like thisdon believe any of those messagepandy is a mental
spam,tbspersolvo been chasing us since sept for38 definitely not paying now thanks to your information we will ignore them kath manchester
ham,my slave i want you to take 2 or 3 pictures of yourself today in bright light on your cell phone bright light
ham,check maili have mailed varma and kept copy to you regarding membershiptake careinsha allah
spam,todays voda numbers ending with 7634 are selected to receive a 350 reward if you have a match please call 08712300220 quoting claim code 7684 standard rates apply
ham,the affidavit says  ltgt  e twiggs st division g courtroom  ltgt  lttimegt  am ill double check and text you again tomorrow
spam,reply to win 100 weekly what professional sport does tiger woods play send stop to 87239 to end service
ham,ok c ü then
ham,i couldnt say no as he is a dying man and i feel sad for him so i will go and i just wanted you to know i would probably be gone late into your night
ham,o was not into fps then
spam,urgent ur awarded a complimentary trip to eurodisinc trav acoentry41 or 1000 to claim txt dis to 87121 186150morefrmmob shracomorsglsuplt10 ls1 3aj
ham,back in brum thanks for putting us up and keeping us all and happy see you soon
spam,500 new mobiles from 2004 must go txt nokia to no 89545  collect yours todayfrom only 1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
spam,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050001295 from land line claim a21 valid 12hrs only
spam,ringtone club gr8 new polys direct to your mobile every week 
spam,eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p
spam,urgent this is the 2nd attempt to contact uu have won 1000call 09071512432 b4 300603tcsbcm4235wc1n3xxcallcost150ppmmobilesvary max7 50
ham,slaaaaave  where are you  must i summon you to me all the time now  dont you wish to come to me on your own anymore
spam,you have 1 new message please call 08712400200
ham,yup leaving right now be back soon
spam,urgent call 09066649731from landline your complimentary 4 ibiza holiday or 10000 cash await collection sae tcs po box 434 sk3 8wp 150ppm 18
ham,hey r ü still online ive finished the formatting
spam,orange brings you ringtones from all time chart heroes with a free hit each week go to ringtones  pics on wap to stop receiving these tips reply stop
spam,please call our customer service representative on 0800 169 6031 between 10am9pm as you have won a guaranteed 1000 cash or 5000 prize
ham,mine here like all fr china then so noisy
spam,important information 4 orange user 0789xxxxxxx today is your lucky day2find out why log onto httpwwwurawinnercom theres a fantastic surprise awaiting you
spam,do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
spam,you are a winner u have been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810810
ham,lol they were mad at first but then they woke up and gave in
spam,urgent we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call 09066358361 from land line claim y87 valid 12hrs only
ham,hi where you you in home or calicut
spam,to review and keep the fantastic nokia ngage game deck with club nokia go 2 wwwcnupdatescomnewsletter unsubscribe from alerts reply with the word out
spam,urgent we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call 09058094507 from land line claim 3030 valid 12hrs only
ham,congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go
ham,meet you in corporation st outside gap  you can see how my mind is working
spam,urgent your mobile no 07xxxxxxxxx won a 2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362231 asap box97n7qp 150ppm
spam,you can donate 250 to unicefs asian tsunami disaster support fund by texting donate to 864233 250 will be added to your next bill
spam,2p per min to call germany 08448350055 from your bt line just 2p per min check planettalkinstantcom for info  ts  cs text stop to opt out
spam,no 1 nokia tone 4 ur mob every week just txt nok to 87021 1st tone free  so get txtin now and tell ur friends 150ptone 16 reply hl 4info
ham,gumbys has a special where a  ltgt  cheese pizza is 2 so i know what were doin tonight
ham,sorry my roommates took forever it ok if i come by now
spam,this is the 2nd attempt to contract u you have won this weeks top prize of either 1000 cash or 200 prize just call 09066361921
ham,come back to tampa ffffuuuuuuu
spam,07732584351  rodger burns  msg  we tried to call you re your reply to our sms for a free nokia mobile  free camcorder please call now 08000930705 for delivery tomorrow
ham,the beauty of life is in next second which hides thousands of secrets i wish every second will be wonderful in ur life gud n8
spam,ur cashbalance is currently 500 pounds  to maximize ur cashin now send go to 86688 only 150pmeg cc 08718720201 hgsuite3422lands roww1j6hl
spam,urgent your mobile was awarded a 1500 bonus caller prize on 27603 our final attempt 2 contact u call 08714714011
ham,your dad is back in ph
ham,yesbut they said its it
ham,short but cute be a good person but dont try to prove it gud noon
spam,great news call freefone 08006344447 to claim your guaranteed 1000 cash or 2000 gift speak to a live operator now
spam,you have been specially selected to receive a 3000 award call 08712402050 before the lines close cost 10ppm 16 tcs apply ag promo
spam,pls stop bootydelious 32f is inviting you to be her friend reply yes434 or no434 see her wwwsmsacubootydelious stop send stop frnd to 62468
ham,hope you are having a good week just checking in
spam,sexy singles are waiting for you text your age followed by your gender as wither m or f eg23f for gay men text your age followed by a g eg23g
ham,new car and house for my parentsi have only new job in hand
spam,double mins  double txt  12 price linerental on latest orange bluetooth mobiles call mobileupd8 for the very latest offers 08000839402 or call2optoutlf56
ham,hi  do u want  to join me with sts later  meeting them at five  call u after class
spam,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to httpgotbabescouk no subscriptions
spam,bought one ringtone and now getting texts costing 3 pound offering more tones etc
ham,ok i asked for money how far
spam,sms ac sun0819 posts helloyou seem cool wanted to say hi hi stop send stop to 62468
ham,lol well quality aint bad at all so i aint complaining
spam,freeringtone reply real or poly eg real1 1 pushbutton 2 dontcha 3 babygoodbye 4 golddigger 5 webeburnin 1st tone free and 6 more when u join for 3wk
ham,dad says hurry the hell up
spam,rct thnq adrian for u text rgds vatian
ham,hi its in durban are you still on this number
ham,tap  spile at seven  is that pub on gas st off broad st by canal ok
ham,if i not meeting ü all rite then ill go home lor if ü dun feel like comin its ok
ham,ok thats great thanx a lot
spam,life has never been this much fun and great until you came in you made it truly special for me i wont forget you enjoy  one gbpsms
spam,hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy
spam,ur cashbalance is currently 500 pounds  to maximize ur cashin now send cash to 86688 only 150pmsg cc 08708800282 hgsuite3422lands roww1j6hl
ham,thank you baby i cant wait to taste the real thing
spam,you are chosen to receive a 350 award pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer
ham,send ur birthdate with month and year i will tel u ur life partners name and the method of calculation reply must
ham,id onluy matters when getting on from offcampus
spam,smsservices for yourinclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe with stop no extra charge help 08702840625comuk 220cm2 9ae
spam,3 you have received your mobile content enjoy
spam,xmas offer latest motorola sonyericsson  nokia  free bluetooth or dvd double mins  1000 txt on orange call mobileupd8 on 08000839402 or call2optout4qf2
ham,let there be snow let there be snow this kind of weather brings ppl together so friendships can grow
ham,tell your friends what you plan to do on valentines day  lturlgt
ham,ladies first and genus second k 
spam,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to 82277 150 sptyrone
ham,well keep in mind ive only got enough gas for one more round trip barring a sudden influx of cash
spam,for ur chance to win a 250 cash every wk txt action to 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk
ham,im eatin now lor but goin back to work soon e mountain deer show huh i watch b4 liao very nice
ham,got it it looks scrumptious daddy wants to eat you all night long
spam,well done your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tcs pobox334 stockport sk38xh cost150pm max10mins
ham,kkits goodwhen are you going
spam,bears pic nick and tom pete and  dick in fact all types try gay chat with photo upload call 08718730666 10pmin 2 stop texts call 08712460324
spam,thesmszonecom lets you send free anonymous and masked messagesim sending this message from theredo you see the potential for abuse
spam,not heard from u4 a while call 4 rude chat private line 01223585334 to cum wan 2c pics of me gettin shagged then text pix to 8552 2end send stop 8552 sam xxx
ham,me 2 babe i feel the same lets just 4get about itboth try cheer upnot fit soo muchxxlove u locaxx
ham,dai what this da can i send my resume to this id
ham,pls send me the correct name da
spam,free for 1st week no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone
ham,my tuition is at 330 hm we go for the 1120 to 1205 one do you mind
ham,u reach orchard already u wan 2 go buy tickets first
spam,free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005 text fa to 87121 to receive entry questionstd txt ratetcs apply 08452810075over18s
ham,yessura in sun tvlol
spam,jamster to get your free wallpaper text heart to 88888 now tc apply 16 only need help call 08701213186
spam,i dont know u and u dont know me send chat to 86688 now and lets find each other only 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 years or over
ham,if i start sending blackberry torch to nigeria will you find buyer for melike 4a month and tell dad not to buy bb from anyone oh
spam,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update vco free on 08002986906
spam,get your garden ready for summer with a free selection of summer bulbs and seeds worth 3350 only with the scotsman this saturday to stop go2 notxtcouk
ham,its cool let me know before it kicks off around  ltgt  ill be out and about all day
ham,so when do you wanna gym
spam,burger king  wanna play footy at a top stadium get 2 burger king before 1st sept and go large or super with cocacola and walk out a winner
ham,aiyo her lesson so early im still sleepin haha okie u go home liao den confirm w me lor
ham,yay you better not have told that to 5 other girls either
ham,u calling me right call my hand phone
ham,lol for real she told my dad i have cancer
ham,buzz hey my love  i think of you and hope your day goes well did you sleep in  i miss you babe i long for the moment we are together againloving smile
ham,ywhere u at dogbreath its just sounding like jan c thats al
spam,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09058094454 from land line claim 3030 valid 12hrs only
spam,please call our customer service representative on freephone 0808 145 4742 between 9am11pm as you have won a guaranteed 1000 cash or 5000 prize
spam,text  meet someone sexy today u can find a date or even flirt its up to u join 4 just 10p reply with name  age eg sam 25 18 msg recdthirtyeight pence
ham,so hows scotland hope you are not over showing your jjc tendencies take care live the dream
ham,dude ive been seeing a lotta corvettes lately
ham,wot is u up 2 then bitch
ham,will do you gonna be at blakes all night i might be able to get out of here a little early
ham,ball is moving a lotwill spin in last so very difficult to bat
spam,urgent your mobile number  won a 2000 bonus caller prize on 100603 this is the 2nd attempt to reach you call 09066368753 asap box 97n7qp 150ppm
spam,private your 2003 account statement for 07973788240 shows 800 unredeemed s i m points call 08715203649 identifier code 40533 expires 311004
spam,boltblue tones for 150p reply poly or mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come with me or stop 4 more tones txt more
ham,i know where the  ltgt  is ill be there around 5
ham,came to look at the flat seems ok in his 50s  is away alot wiv work got woman coming at 630 too
spam,urgent ur 500 guaranteed award is still unclaimed call 09066368327 now closingdate040902 claimcode m39m51 150pmmorefrommobile2bremovedmobypobox734ls27yf
ham,like  ltgt  same question
spam,ur cashbalance is currently 500 pounds  to maximize ur cashin now send go to 86688 only 150pmsg cc 08718720201 po box 11414 tcrw1
ham,and very importantly all we discuss is between u and i only
spam,call germany for only 1 pence per minute call from a fixed line via access number 0844 861 85 85 no prepayment direct access wwwtelediscountcouk
ham,gimme a few was  ltgt  minutes ago
ham,oh baby of the house how come you dont have any new pictures on facebook
ham,no one interested may be some business plan
ham,wylie update my weed dealer carlos went to freedom and had a class with lunsford
ham,oh yeahand hav a great time in newquaysend me a postcard 1 look after all the girls while im goneu know the 1im talkin boutxx
spam,hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more infowww100percentrealcom
ham,mon okie lor haha best is cheap n gd food la ex oso okie depends on whether wana eat western or chinese food den which u prefer
spam,buy space invaders 4 a chance 2 win orig arcade game console press 0 for games arcade std wap charge see o2coukgames 4 terms  settings no purchase
spam,hey boys want hot xxx pics sent direct 2 ur phone txt porn to 69855 24hrs free and then just 50p per day to stop text stopbcm sf wc1n3xx
ham,not sure yet still trying to get a hold of him
ham,i am back bit long cos of accident on a30 had to divert via wadebridgei had a brilliant weekend thanks speak soon lots of love
ham,im gonna rip out my uterus
ham,home so we can always chat
ham,she left it very vague she just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place but checking online now and all places around usc are  ltgt  and up
ham,nothing just getting msgs by dis name wit different nos
spam,dear uve been invited to xchat this is our final attempt to contact u txt chat to 86688
spam,update_now  xmas offer latest motorola sonyericsson  nokia  free bluetooth double mins  1000 txt on orange call mobileupd8 on 08000839402 or call2optoutf4q
spam,todays vodafone numbers ending with 4882 are selected to a receive a 350 award if your number matches call 09064019014 to receive your 350 award
ham,dont worry i guess hes busy
ham,u sick still can go shopping
spam,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddycom txt one name to 89693
spam,please call 08712402972 immediately as there is an urgent message waiting for you
ham,think i might have to give it a miss am teaching til twelve then have lecture at two damn this working thing
spam,dear voucher holder 2 claim this weeks offer at your pc go to httpwwwetlpcoukexpressoffer tscs apply2 stop texts txt stop to 80062
spam,call germany for only 1 pence per minute call from a fixed line via access number 0844 861 85 85 no prepayment direct access
ham,also sir i sent you an email about how to log into the usc payment portal ill send you another message that should explain how things are back home have a great weekend
spam,you ve won your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost150pm max10mins
spam,a 400 xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a 400 reward just call 09066380611
ham,then wat r u doing now busy wif work
ham,i dun believe u i thk u told him
spam,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09065171142stopsms08718727870150ppm
spam,u 447801259231 have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094597
ham,ya srsly better than yi tho
ham,r ü comin back for dinner
ham,they r giving a second chance to rahul dengra
spam,you have 1 new message please call 08718738034
ham,true lov n care wil nevr go unrecognized though somone often makes mistakes when valuing it but they will definitly undrstnd once when they start missing it
ham,pls confirm the time to collect the cheque
ham,ok lor
spam,free2day sexy st georges day pic of jordantxt pic to 89080 dont miss out then every wk a saucy celeb4 more pics c pocketbabecouk 0870241182716 3wk
ham,and popping ltgt ibuprofens was no help
ham,okay same with me well thanks for the clarification
ham,i will vote for wherever my heart guides me
ham,howz painit will come down todaydo as i said ystrdayice and medicine
ham,i had been hoping i would not have to send you this message my rent is due and i dont have enough for it my reserves are completely gone its a loan i need and was hoping you could her the balance is  ltgt  is there a way i could get that from you till mid march when i hope to pay back
ham,yeh i am def up4 something satjust got payed2day  i havbeen given a50 pay rise 4my work  havebeen made preschoolcoordinator 2i am feelingood luv
spam,ur going 2 bahamas callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise of2000 cash 18only to opt out txt x to 07786200117
spam,urgent your mobile no was awarded a 2000 bonus caller prize on 020903 this is our 2nd attempt to contact you call 08718729755 box95qu
ham,my planning usually stops at find hella weed smoke hella weed
spam,hello from orange for 1 months free access to games news and sport plus 10 free texts and 20 photo messages reply yes terms apply wwworangecoukow
spam,urgent this is our 2nd attempt to contact u your 900 prize from yesterday is still awaiting collection to claim call now 09061702893 acl03530150pm
ham,im home my love  if your still awake  loving kiss
ham,aight im chillin in a friends room so text me when youre on the way
spam,freemsgfeelin kinda lnly hope u like 2 keep me company jst got a cam moby wanna c my pictxt or reply date to 82242 msg150p 2rcv hlp 08712317606 stop to 82242
ham,how will i creep on you now _
spam,someone u know has asked our dating service 2 contact you cant guess who call 09058091854 now all will be revealed po box385 m6 6wu
spam,ringtoneking 84484
spam,money i have won wining number 946 wot do i do next
spam,do you want a new video handset 750 anytime any network mins half price line rental camcorder reply or call 08000930705 for delivery tomorrow
ham,badrith is only for chennaii will surely pick for usno competition for him
spam,win a 1000 cash prize or a prize worth 5000
ham,dont talk to him ever ok its my word
ham,just dropped em off omw back now
spam,freemsg hi baby wow just got a new cam moby wanna c a hot pic or fancy a chatim w8in 4utxt  rply chat to 82242 hlp 08712317606 msg150p 2rcv
ham,nicenicehow is it working
ham,reckon need to be in town by eightish to walk from  carpark
spam,18 days to euro2004 kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to 83222
ham,single line with a big meaning miss anything 4 ur best life but dont miss ur best life for anything gud nyt
spam,phony 350 award  todays voda numbers ending xxxx are selected to receive a 350 award if you have a match please call 08712300220 quoting claim code 3100 standard rates app
spam,you are being contacted by our dating service by someone you know to find out who it is call from your mobile or landline 09064017305 pobox75ldns7
spam,thanks for your ringtone order ref number r836 your mobile will be charged 450 should your tone not arrive please call customer services on 09065069154
ham,at what time are you coming
ham,hey whats up charles sorry about the late reply
spam,six chances to win cash from 100 to 20000 pounds txt csh11 and send to 87575 cost 150pday 6days 16 tsandcs apply reply hl 4 info
ham,hi di is yijue were meeting at 7 pm at esaplanade tonight
ham,how u doin baby girl  hope u are okay every time i call ure phone is off i miss u get in touch
spam,pdate_now  double mins and 1000 txts on orange tariffs latest motorola sonyericsson  nokia  bluetooth free call mobileupd8 on 08000839402 or call2optoutyhl
spam,camera  you are awarded a sipix digital camera call 09061221066 fromm landline delivery within 28 days
ham,ohi asked for fun hahatake care ü
ham,hey morning what you come to ask pa
spam,get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to 87021
ham,oh yeah clearly its my fault
ham,ill call u 2mrw at ninish with my address that icky american freek wont stop callin me 2 bad jen k eh
ham,right on brah see you later
spam,email alertfrom jeri stewartsize 2kbsubject lowcost prescripiton drvgsto listen to email call 123
spam,santa calling would your little ones like a call from santa xmas eve call 09077818151 to book you time calls150ppm last 3mins 30s tc wwwsantacallingcom
ham,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas
spam,gent we are trying to contact you last weekends draw shows that you won a 1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs only 150ppm
ham,kaiez enjoy ur tuition gee thk e second option sounds beta ill go yan jiu den msg u
spam,private your 2003 account statement for 07808 xxxxxx shows 800 unredeemed s i m points call 08719899217 identifier code 41685 expires 071104
spam,hi this is mandy sullivan calling from hotmix fmyou are chosen to receive 500000 in our easter prize drawplease telephone 09041940223 to claim before 290305 or your prize will be transferred to someone else
spam,want a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call 08000930705 for free delivery
spam,for ur chance to win a 250 cash every wk txt action to 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk
ham,i not busy juz dun wan 2 go so early hee
ham,usually the body takes care of it buy making sure it doesnt progress can we pls continue this talk on saturday
ham,ofcourse i also upload some songs
ham,imagine you finally get to sink into that bath after i have put you through your paces maybe even having you eat me for a while before i left  but also imagine the feel of that cage on your cock surrounded by the bath water reminding you always who owns you  enjoy my cuck
ham,nottel software name
spam,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to 84025 now 4 chance 2 win 100 cash wkent150p16
spam,check out choose your babe videos  smsshsexnetun fgkslpopw fgkslpo
ham,what i mean was i left too early to check cos im working a 96
spam,get 3 lions england tone reply lionm 4 mono or lionp 4 poly 4 more go 2 wwwringtonescouk the original n best tones 3gbp network operator rates apply
ham,is toshiba portege m100 gd
spam,talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to 83110 and see who you could meet
